CNVD-2018-24855,Null,SQLite及Chrome SQLite组件远程执行代码漏洞,2018/12/10,高,Sqlite Sqlite   ;   Google Chromium   ;   Google Chrome <71.0.3578.80   ;   Google Android WebView   ;   ,SQLite是一套基于C语言的开源嵌入式关系数据库管理系统。Google Chromium是美国谷歌（Google）公司开发的一款Web浏览器。SQLite及Chrome SQLite组件存在远程执行代码漏洞。攻击者可利用漏洞远程执行代码、泄露程序内存或导致程序崩溃。,https://www.sqlite.org/releaselog/3_26_0.html,用户可参考如下供应商提供的安全公告获得补丁信息：https://chromereleases.googleblog.com/2018/12/stable-channel-update-for-desktop.htmhttps://www.sqlite.org/releaselog/3_26_0.html,SQLite及Chrome SQLite组件远程执行代码漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/146715
CNVD-2018-17470,Null,taoCMS V2.5Beta5存在任意文件读取漏洞,2018/9/22,高,TaoCMS taoCMS v2.5Beta5   ;   ,taoCMS是基于php+sqlite/mysql的国内最小的功能完善的CMS管理系统。taoCMS V2.5Beta5存在任意文件读取漏洞，攻击者可利用漏洞读取、下载和编辑站点所有文件。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.taocms.org/,taoCMS建站系统V2.5Beta5存在任意文件读取漏洞:http://www.cnvd.org.cn/patchInfo/show/136835
CNVD-2018-17498,Null,taoCMS存在代码执行漏洞,2018/9/21,高,TaoCMS taoCMS <=V2.5Beta5   ;   ,taoCMS是基于php+sqlite/mysql的国内最小的功能完善的CMS管理系统。taoCMS V2.5Beta5及其以下版本存在代码执行漏洞，攻击者可利用漏洞写入执行脚本，进而getshell。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页更新：http://www.taocms.org,taoCMS建站系统V2.5Beta5存在代码执行漏洞:http://www.cnvd.org.cn/patchInfo/show/136707
CNVD-2018-05816,Null,KingCMS v5.1版本存在文件上传漏洞,2018/4/25,中,KingCMS KingCMS 企业(ASP) v5.1   ;   ,KingCMS是一套简单易学，操作简单的开源内容管理系统(CMS)，支持PHP+sqLite3/MySQL和ASP+ACCESS/MSSQL，致力于专业的定向程序开发和企业网站建设系统。KingCMS v5.1版本存在文件上传漏洞。攻击者可利用该漏洞直接上传asp文件，获取webshell。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：https://www.kingcms.com/,kingcms_asp_v5.1存在文件上传漏洞:http://www.cnvd.org.cn/patchInfo/show/121293
CNVD-2018-06121,Null,KingCMS v6.1.1641_Sp2版本存在任意文件重命名漏洞,2018/4/24,高,KingCMS KingCMS 企业(PHP) v6.1.1641_Sp2   ;   ,KingCMS是一套简单易学，操作简单的开源内容管理系统(CMS)，支持PHP+sqLite3/MySQL和ASP+ACCESS/MSSQL，致力于专业的定向程序开发和企业网站建设系统。KingCMS v6.1.1641_Sp2版本存在任意文件重命名漏洞。该漏洞源于程序对文件名未进行过滤，攻击者可利用漏洞在网站任意地方重命名任意文件，获取webshell。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页更新：https://www.kingcms.com/,KingCMS_php_v6.1.1641_Sp2存在任意文件重命名漏洞:http://www.cnvd.org.cn/patchInfo/show/121297
CNVD-2018-05169,Null,KingCMS 9.10.0026版本存在SQL注入漏洞,2018/4/18,中,Kingcms KingCMS 9.10.0026   ;   ,KingCMS是一套简单易学，操作简单的开源内容管理系统(CMS)，支持PHP+sqLite3/MySQL和ASP+ACCESS/MSSQL，致力于专业的定向程序开发和企业网站建设系统。KingCMS 9.10.0026版本中的WWW\portal\search.ph文件存在SQL注入漏洞，该漏洞是由于系统对用户输入的参数未能进行充分的过滤。攻击者可利用该漏洞获取数据库敏感信息。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页及时更新：http://www.kingcms.com,KingCMS通用版 9.10.0026系统WWW\portal\search.php中的参数存在SQL注入漏洞:http://www.cnvd.org.cn/patchInfo/show/120805
CNVD-2018-02399,Null,OTCMS PHP_V2.83 sysCheckFile_deal.php文件存在代码执行漏洞,2018/3/10,高,OTCMS OTCMS V2.83   ;   ,网钛文章管理系统(OTCMS)是一款采用PHP+sqlite/mysql的新闻/文章发布型网站。OTCMS PHP_V2.83 sysCheckFile_deal.php文件存在代码执行漏洞。攻击者通过执行sql语句，写入一句话木马，从而获取webshell。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.otcms.com/,Null
CNVD-2017-34175,Null,taoCMS文件前台存在SQL注入漏洞,2017/12/5,高,TaoCMS taoCMS 2.5 beta 5.1   ;   ,taoCMS是基于php+sqlite/mysql的国内最小(100Kb左右)的功能完善的CMS管理系统。taoCMS在include/Model/Index.php文件存在SQL注入漏洞，允许攻击者可利用该漏洞获取数据库敏感信息。,Null,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.taocms.org/,Null
CNVD-2017-30649,Null,OTCMS PHP版template_deal.php文件存在任意文件删除漏洞,2017/11/2,高,OTCMS OTCMS V2.73   ;   ,OTCMS PHP版是一款采用PHP+sqlite/mysql的新闻/文章发布型网站。OTCMS PHP版 v2.73 template_deal.php文件存在任意文件删除漏洞。攻击者可利用该漏洞删除网站根目录下任意文件，导致系统重装。,Null,厂商尚未提供修复方案，请关注厂商主页更新：http://otcms.com/,Null
CNVD-2017-09468,Null,Schneider Electric U.motion Builder syslog_getdata远程代码执行漏洞,2017/6/14,高,Schneider Electric U.motion Builder   ;   ,U.motion Builder是法国施耐德电气（Schneider Electric）公司的一款生成器产品。Schneider Electric U.motion Builder syslog_getdata存在远程代码执行漏洞。基础SQLite数据库查询需要在类型，级别，is_handled和last_log_id输入参数上进行SQL注入。远程攻击者可以利用漏洞对数据库执行任意命令。,http://www.zerodayinitiative.com/advisories/ZDI-17-379/,厂商尚未提供漏洞修补方案，请关注厂商主页及时更新：http://www.schneider-electric.com/,Null
CNVD-2017-00345,Null,php+sqlite响应式文章管理系统v1.0版本type_id参数存在SQL注入漏洞,2017/2/20,高,php+sqlite响应式文章管理系统 php+sqlite响应式文章管理系统 1.0   ;   ,php+sqlite响应式文章管理系统是以php开发的手机文章管理系统。php+sqlite响应式文章管理系统v1.0版本type_id参数存在SQL注入漏洞，由于程序未能有效过滤type_id参数，允许攻击者利用漏洞获取数据库敏感信息。,Null,厂商尚未提供漏洞修复方案。,Null
CNVD-2016-10478,Null,uSQLite拒绝服务漏洞,2016/11/2,中,Sqlite uSQLite 1.0.0   ;   ,SQLite是一款数据库，是遵守ACID的关系型数据库管理系统，它包含在一个相对小的C库中。uSQLite 1.0.0版本存在拒绝服务漏洞，攻击者可以利用该漏洞造成拒绝服务（程序崩溃）。,https://www.exploit-db.com/exploits/40635/,目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：http://www.sqlite.org/,uSQLite拒绝服务漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/83376
CNVD-2016-10049,Null,taocms tag参数存在SQL注入漏洞,2016/10/12,高,TaoCMS taoCMS 2.5 beta 5.1   ;   ,taoCMS是基于php+sqlite/mysql的国内最小(100Kb左右)的功能完善的CMS管理系统。taocms在tag标签云位置存在SQL注入漏洞，允许攻击者利用该漏洞获取数据库敏感信息。,Null,厂商尚未提供漏洞修复方案，请关注厂商主页及时更新：http://www.taocms.org/,Null
CNVD-2016-07124,Null,PHP 'ext/sqlite3/sqlite3.c'存在多个拒绝服务漏洞,2016/9/4,中,PHP PHP 7.0.x<7.0.10   ;   ,PHP是一种开源的通用计算机脚本语言。PHP 'ext/sqlite3/sqlite3.c'存在多个拒绝服务漏洞，允许攻击者利用该漏洞使应用程序崩溃，造成拒绝服务。,http://www.securityfocus.com/bid/92586,目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：https://bugs.php.net/bug.php?id=72571,PHP 'ext/sqlite3/sqlite3.c'存在多个拒绝服务漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/81082
CNVD-2016-00014,Null,SQLiteManager ‘main.php’跨站脚本漏洞,2016/1/4,中,SQLiteManager SQLiteManager 1.2.4   ;   ,SQLiteManager是一套支持多国语言基于Web的SQLite数据库管理工具。SQLiteManager存在跨站脚本漏洞，远程攻击者可以利用漏洞构建恶意URI，诱使用户解析，可获得敏感Cookie，劫持会话或在客户端上进行恶意操作。,http://www.securityfocus.com/bid/77518,目前没有详细解决方案提供：http://www.sqlitemanager.org/,Null
CNVD-2015-07263,Null,Zend Framework MsSql和SQLite存在多个SQL注入漏洞,2015/11/5,高,Zend Framework <1.12.16   ;   ,Zend Framework是一套开源的PHP5开发框架，它主要用于开发Web程序和服务。Zend Framework MsSql和SQLite存在多个SQL注入漏洞，允许远程攻击者利用漏洞提交特制的SQL查询，操作或获取数据库数据。,http://www.securityfocus.com/bid/76784,用户可参考如下厂商提供的安全补丁以修复该漏洞：http://framework.zend.com/,Zend Framework MsSql和SQLite存在多个SQL注入漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/66152
CNVD-2015-04484,Null,phpLiteAdmin跨站脚本漏洞,2015/7/15,中,phpLiteAdmin phpLiteAdmin 1.1   ;   ,phpLiteAdmin是软件开发者Dane Iracleous所研发的一套使用PHP实现的且基于Web的开源SQLite数据库管理工具。phpLiteAdmin中存在跨站脚本漏洞。当用户浏览受影响的网站时，其浏览器将执行攻击者提供的任意脚本代码。,http://www.securityfocus.com/bid/75601,目前没有详细的解决方案提供：https://bitbucket.org/phpliteadmin/,Null
CNVD-2015-02999,Null,SQLite 'src/where.c'内存破坏漏洞,2015/5/13,高,Sqlite Sqlite   ;   ,SQLite是嵌入式数据库。SQLite在'src/where.c'的实现上存在远程内存破坏漏洞。攻击者利用此漏洞可执行任意代码。,http://www.securityfocus.com/bid/74313,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.sqlite.org,SQLite 'src/where.c'内存破坏漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/58320
CNVD-2015-00039,Null,DBMail 'dm_db.c' CRAM-MD5验证绕过漏洞,2015/1/5,中,dbmail dbmail >=3.0.0   ;   ,Dbmail是一个程序集，允许从数据库检索和存储邮件，可使用MySQL、PostgreSQL和SQLite作为数据库后端。DBMail存在验证绕过漏洞，攻击者可以利用此漏洞绕过认证机制，并在受影响的应用程序的上下文中执行未授权的操作。,http://www.securityfocus.com/bid/71823,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.dbmail.org/,DBMail 'dm_db.c' CRAM-MD5验证绕过漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/53545
CNVD-2014-03935,Null,SQLite存在未明缓冲区溢出漏洞,2014/6/30,高,Sqlite Sqlite 3.8.4.1   ;   ,SQLite是一款轻型的数据库，是遵守ACID的关系型数据库管理系统。SQLite存在未明缓冲区溢出漏洞，由于在搜索已损坏的数据库时未能正确地验证用户提供的输入。允许攻击者缓冲区溢出，导致拒绝服务或允许任意代码的执行。,http://www.osvdb.com/show/osvdb/107691,用户可以联系供应商获得补丁信息：http://www.sqlite.org/,SQLite存在未明缓冲区溢出漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/46854
CNVD-2013-12625,Null,Rygel SQLite字符串排序函数内存破坏漏洞,2013/8/29,高,Rygel Rygel 0.19.4   ;   ,Rygel是一个家庭媒体解决方案(UPnP AV MediaServer)，允许您轻松地分享到其他设备的音频，视频和图片。Rygel SQLite字符串排序函数存在一个未明内存破坏漏洞，允许攻击者利用漏洞使应用程序崩溃或执行任意代码。,https://mail.gnome.org/archives/gnome-announce-list/2013-August/msg00011.html,Rygel 0.19.5已经修复此漏洞，建议用户下载更新：https://wiki.gnome.org/Rygel,Rygel SQLite字符串排序函数内存破坏漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/39188
CNVD-2013-01925,Null,xtralogic remote desktop client信息泄露漏洞,2013/3/21,中,xtralogic xtralogic remote desktop client   ;   ,Xtralogic Android的远程桌面客户端(Xtralogic Remote Desktop Client)能够通过Internet将手机连接到Windows电脑。选择了保存密码的远程主机直接把IP，用户名，密码明文写入sqlite数据库中，存在信息泄露隐患。,http://www.wooyun.org/bugs/wooyun-2010-014354,目前没有详细解决方案提供：http://www.xtralogic.com/rdpclient.shtml,Null
CNVD-2013-00579,Null,SQLiteManager PHP代码注入漏洞,2013/1/29,中,SQLiteManager SQLiteManager <=1.2.4   ;   ,SQLiteManager是一个支持多国语言基于Web的SQLite数据库管理工具。SQLiteManager存在PHP代码注入漏洞，攻击者可以利用漏洞执行任意PHP代码。,http://packetstormsecurity.com/files/119836/SQLiteManager-1.2.4-PHP-Code-Injection.html,,Null
CNVD-2013-00407,Null,phpLiteAdmin 'table'参数SQL注入漏洞,2013/1/21,中,phpLiteAdmin phpLiteAdmin 1.9.x   ;   phpLiteAdmin phpLiteAdmin 1.8.x   ;   ,phpLiteAdmin是一款基于web的SQLite数据库管理工具。phpLiteAdmin phpliteadmin.php脚本未能正确过滤'table'参数数据，允许攻击者利用漏洞进行SQL注入攻击，可获得敏感信息或控制应用系统。,http://packetstormsecurity.com/files/119563/phpliteadmin-sql.txt,,Null
CNVD-2013-00278,Null,phpLiteAdmin 'phpliteadmin.php'远程PHP代码注入漏洞,2013/1/15,高,phpLiteAdmin phpLiteAdmin <=1.9.3   ;   ,phpLiteAdmin是一款基于web的SQLite数据库管理工具。phpLiteAdmin 'phpliteadmin.php'创建新数据库时未能正确过滤用户提交的数据，允许攻击者利用漏洞注入恶意文件，并以WEB权限执行。,http://www.exploit-db.com/exploits/24044/http://www.securityfocus.com/bid/57298,,Null
CNVD-2012-7374,Null,CMSQLITE跨站脚本漏洞,2012/12/11,中,CMSQLite CMSQLite 1.3.2   ;   ,CMSQLite是一款内容管理程序。CMSQLITE存在跨站脚本漏洞。攻击者可以利用漏洞在受影响的站点上下文的信任用户浏览器中执行任意脚本代码，窃取基于cookie的身份验证凭据。,http://www.securityfocus.com/bid/56132,,Null
CNVD-2012-7375,Null,CMSQLITE跨站请求伪造漏洞,2012/12/11,中,CMSQLite CMSQLite 1.3.2   ;   ,CMSQLite是一款内容管理程序。CMSQLITE存在跨站请求伪造漏洞。攻击者可以利用漏洞执行未经授权的操作。,http://www.securityfocus.com/bid/56132,,Null
CNVD-2012-7373,Null,CMSQLITE文件包含漏洞,2012/12/11,中,CMSQLite CMSQLite 1.3.2   ;   ,CMSQLite是一款内容管理程序。CMSQLITE存在文件包含漏洞。攻击者可以利用漏洞在Web服务器进程的上下文中查看和执行文件并披露或修改敏感信息。,http://www.securityfocus.com/bid/56132,,Null
CNVD-2012-4152,Null,HTC Mail不安全密码管理信息泄露漏洞,2012/8/9,中,HTC Mail null   ;   ,HTC Mail是一款HTC智能手机上的邮件应用程序。Android平台下的HTC Mail应用程序把用户账户和密码存储在'mail.db' SQLite数据库中的'accounts'表中，此表包含用户名，Email地址，主机名，邮箱和SMTP密码，除了密码以简单的加密方法加密，其他数据都以明文形式保存，攻击者以通过简单的反向算法可获取密码信息。,http://seclists.org/fulldisclosure/2012/Aug/86,,Null
CNVD-2012-0639,Null,Mumble '.mumble.sqlite'不安全文件权限漏洞,2012/2/17,低,Mumble Mumble 1.2.3   ;   ,Mumble是一款游戏中的语音通讯工具。Mumble存在安全漏洞，由于应用程序Mumble以全局可读方式不安全创建数据库文件(~/.local/share/data/Mumble/Mumble/.mumble.sqlite)，可本地利用泄露密码和配置设置。,http://secunia.com/advisories/47951/https://github.com/mumble-voip/mumble/commit/5632c35d6759f5e13a7dfe78e4ee6403ff6a8e3ehttps://bugs.launchpad.net/ubuntu/ source/mumble/ bug/783405,用户可参考如下供应商提供的安全公告获得补丁信息：https://bugs.launchpad.net/ubuntu/ source/mumble/ bug/783405,Mumble '.mumble.sqlite'不安全文件权限漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/10095
CNVD-2012-0587,Null,Skype聊天日志本地信息泄露漏洞,2012/2/15,中,Skype Technologies   Skype   5.4   ;   Skype Technologies   Skype   5.3   ;   Skype Technologies   Skype   5.3.0.120   ;   Skype Technologies   Skype   5.0.0.105   ;   Skype Technologies Skype 5.5.0.113   ;   Skype Technologies Skype 5.5   ;   ,"Skype是一款流行的P2P VoIP软件，可提供高质量的语音通讯服务。Skype会把所有进出的聊天消息记录以明文方式到本地sqlite3 DB(文件main.db, 表Messages)中，即使启用了Settings->Security中的""Keep history for""->""no history""设置，Skype会把所有数据写入到消息表中，但是在程序退出时会执行""delete * from Messages""，但此命令仅仅在数据上执行逻辑层的数据销毁，实际上所有消息仍旧存在于物理层上(DB文件的块中仅标记为删除，可通过简单的文本编辑器来恢复。",http://seclists.org/fulldisclosure/2012/Feb/208,,Null
CNVD-2012-0052,Null,VertrigoServ 'extensions.php'脚本跨站脚本漏洞,2012/1/11,中,VertrigoServ VertrigoServ 2.25   ;   ,"VertrigoServ是一个Windows平台下的免费网络开发环境，它集成了Apache, PHP, MySQL, SQLite, SQLiteManager, PhpMyAdmin, Zend Optimizer。VertrigoServ存在跨站脚本漏洞。由于程序未能充分过滤用户提供的数据，攻击者可利用此漏洞在受影响的站点上下文的信任用户浏览器中执行任意脚本代码，窃取基于cookie的认证证书并发起其他攻击。",http://www.securityfocus.com/bid/51293,,Null
CNVD-2012-0028,Null,SQLiteManager存在多个跨站脚本漏洞,2012/1/9,中,SQLiteManager SQLiteManager 1.2.4   ;   ,SQLiteManager是一个支持多国语言基于Web的SQLite数据库管理工具。SQLiteManager不正确处理用户提交的数据，远程攻击者可以利用漏洞进行跨站脚本攻击，可获得敏感信息或劫持用户会话。,http://www.securityfocus.com/bid/51294/,,Null
CNVD-2011-2806,Null,Western Digital WD TV Live Hub信息泄露漏洞,2011/7/22,中,Western Digital WD TV Live Hub 2.6.10   ;   ,Western Digital WD TV Live Hub是一款西部数据开发的高清多媒体播放机。Western Digital WD TV Live Hub存在安全咯遁光，提交如下请求可获得敏感路径信息：http://www.victim.com/DB/connect2sqlite.php,http://secunia.com/advisories/45270/,,Null
CNVD-2011-1724,Null,sqlite3-ruby软件包不安全文件权限漏洞,2011/5/4,低,SuSE SUSE Linux Enterprise 11 SP1   ;   sqlite3-ruby sqlite3-ruby   ;   ,SQLite-Ruby是Ruby脚本语言的SQLite数据库模块，提供了操作SQLite数据库的相关接口。sqlite3-ruby软件包包含一些全局可写文件，本地用户可以利用此漏洞向使用rubygem-sqlite3的程序注入任意代码。,http://xforce.iss.net/xforce/xfdb/67263,用户可参考如下供应商提供的安全公告获得补丁信息 ：http://rubyforge.org/projects/sqlite-ruby,sqlite3-ruby软件包不安全文件权限漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/3755
CNVD-2015-04946,Null,Squid CONNECT方法对等应答处理安全控制绕过漏洞,2015/7/28,中,Squid Squid   ;   ,Squid cache(简称为Squid)是一个流行的自由软件(GNU通用公共许可证)的代理服务器和Web缓存服务器。Squid cache未能正确处理CONNECT方法对等应答，允许远程攻击者利用绕过explicit网关代理的安全控制，访问后端代理。,http://www.squid-cache.org/Advisories/SQUID-2015_2.txt,用户可参考如下厂商提供的安全公告获取补丁以修复该漏洞：http://www.squid-cache.org/Advisories/SQUID-2015_2.txt,Squid CONNECT方法对等应答处理安全控制绕过漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/61226
CNVD-2015-04376,Null,Squid安全绕过漏洞,2015/7/10,中,Squid Squid <3.5.6   ;   ,Squid（全称Squid Cache）是一套代理服务器和Web缓存服务器软件。该软件提供缓存万维网、过滤流量、代理上网等功能。Squid 3.5.6之前版本中存在安全绕过漏洞。攻击者可利用该漏洞绕过安全限制，执行未授权操作。,http://www.securityfocus.com/bid/75553,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.squid-cache.org/,Squid安全绕过漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/60607
CNVD-2015-04383,Null,Squid拒绝服务漏洞,2015/7/10,中,Squid Squid <3.5.6   ;   ,Squid（全称Squid Cache）是一套代理服务器和Web缓存服务器软件。该软件提供缓存万维网、过滤流量、代理上网等功能。Squid 3.5.6之前版本中存在拒绝服务漏洞。攻击者可利用该漏洞执行拒绝服务攻击。,ttp://www.securityfocus.com/bid/75553,目前厂商已经发布了升级补丁以修复此安全问题，详情请关注厂商主页：http://www.squid-cache.org/,Squid拒绝服务漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/60608
CNVD-2013-10767,Null,Squid 'squid-cache' Service远程拒绝服务漏洞,2013/7/26,中,Squid Squid < 3.3.8   ;   ,Squid是一个高效的Web缓存及代理程序。Squid存在远程拒绝服务漏洞。攻击者可以利用漏洞导致拒绝服务条件。,http://www.securityfocus.com/bid/61182,目前没有详细解决方案提供：http://www.squid-cache.org/,Null
CNVD-2013-09458,Null,Squid 'idnsALookup()' DNS名称处理缓冲区溢出漏洞,2013/7/15,高,Squid Squid 3.x   ;   ,"Squid是一个高效的Web缓存及代理程序。Squid存在缓冲区溢出漏洞。由于在处理DNS查询生成请求时，""idnsALookup()"" 函数发生错误，攻击者通过发送特制的HTTP请求利用此漏洞可造成缓冲区溢出。",http://secunia.com/advisories/54076/,Squid  3.2.12或3.3.7已修复此漏洞，建议用户下载使用：http://www.squid-cache.org/,Squid 'idnsALookup()' DNS名称处理缓冲区溢出漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/35120
CNVD-2013-01715,Null,Squid errorpage.cc 'strHdrAcptLangGetItem()'函数远程拒绝服务漏洞,2013/3/13,中,Squid Squid 3.2.5   ;   Squid Squid 3.2.7   ;   ,Squid是一个高效的Web缓存及代理程序。Squid 3.2.5、3.2.7在函数'strHdrAcptLangGetItem()'的实现上存在安全漏洞，此漏洞仅在squid生成错误页面时可以触发。成功利用后可允许远程攻击者造成死循环，触发拒绝服务。该错误仅在squid需要生成错误页面时才会被触发。,http://www.securityfocus.com/bid/58316,,Null
CNVD-2013-01717,Null,Squid 'httpMakeVaryMark()'函数远程拒绝服务漏洞,2013/3/13,中,Squid Squid 3.2.5   ;   ,Squid是一个高效的Web缓存及代理程序。Squid 2.7.Stable9在函数'httpMakeVaryMark()'的实现上存在安全漏洞，成功利用后可允许远程攻击者在受影响应用的上下文中执行任意代码。,http://seclists.org/fulldisclosure/2013/Mar/62,,Null
CNVD-2013-01683,Null,Squid 'httpMakeVaryMark()'函数内存破坏漏洞,2013/3/11,高,Squid Squid 3.2.5   ;   Squid Squid 3.2.7   ;   ,Squid是一个高效的Web缓存及代理程序。Squid 2.7.Stable9在函数'httpMakeVaryMark()'存在安全漏洞。攻击者可以利用漏洞在受影响应用的上下文中执行任意代码。,http://seclists.org/fulldisclosure/2013/Mar/62,,Null
CNVD-2012-7526,Null,Squid 'cachemgr.cgi'远程拒绝服务漏洞,2012/12/19,中,Squid Squid 3.x   ;   ,Squid是一款免费，开放源代码的代理服务器。在处理某些请求时cachemgr.cgi (tools/cachemgr.cc)存在一个内存泄露错误，允许攻击者提交恶意请求消耗大量资源，使服务器变得不可用。,http://www.squid-cache.org/Advisories/SQUID-2012_1.txthttp://secunia.com/advisories/51545/,Squid 3.2.4和3.3.0.2已经修复此漏洞，建议用户下载使用：http://www.squid-cache.org/此外厂商也发布如下安全公告以修复此漏洞：Squid 3.1:http://www.squid-cache.org/Versions/v3/3.1/changesets/squid-3.1-10479.patchSquid 3.2:http://www.squid-cache.org/Versions/v3/3.2/changesets/squid-3.2-11714.patch,Squid 'cachemgr.cgi'远程拒绝服务漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/26616
CNVD-2012-4623,Null,squidGuard超长URL处理远程拒绝服务漏洞,2012/9/4,中,squidGuard squidGuard 1.4   ;   ,squidGuard是一款Squid过滤工具。squidGuard未能正确处理超长URL，当用户访问超长URL时，内部缓冲区过小，可导致squidguard进入紧急模式，在此模式中，不会进行任何过滤阻拦操作。,http://packetstormsecurity.org/files/116042/squidGuard-1.4-Denial-Of-Service.html,,Null
CNVD-2012-3916,Null,SquidClamav URL解析拒绝服务漏洞,2012/7/27,高,SquidClamav SquidClamav 6.x   ;   SquidClamav SquidClamav 5.x   ;   ,SquidClamAv是一个专为Squid代理服务器提供的用ClamAV的病毒重定向工具。当解析URL时存在一个错误，可导致未转义的URL传递给系统命令调用，通过构建特制的字符如，可导致守护进程崩溃。,http://secunia.com/advisories/49057/,"SquidClamav 5.8, 6.7已经修复此漏洞，建议用户下载使用：http://squidclamav.darold.net/",SquidClamav URL解析拒绝服务漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/19261
CNVD-2012-1955,Null,Squid Proxy 'Host' HTTP头安全绕过漏洞,2012/4/18,中,Squid Web Proxy Cache 3.1.19   ;   ,Squid Web Proxy Cache是一款免费，开放源代码的代理服务器。Squid Proxy不正确强制实施过滤规则，攻击者可以利用漏洞提交恶意'Host' HTTP头绕过某些安全限制，进行未授权访问等。,http://www.securityfocus.com/bid/53024/info,,Null
CNVD-2011-4614,Null,Squid Proxy缓存服务器CNAME拒绝服务漏洞,2011/11/1,中,Red Hat Fedora 15   ;   Red Hat Fedora 14   ;   Squid Web Proxy Cache 3.1.16   ;   ,Squid Web Proxy Cache是一款免费，开放源代码的代理服务器。Squid Web代理服务器处理DNS请求存在一个非法释放缺陷，如果其中一个CNAME记录指向另一个指向空A记录的CNAME记录，远程攻击者就可以触发此漏洞，对服务程序进行拒绝服务攻击，可导致守护程序崩溃。,http://permalink.gmane.org/gmane.comp.security.oss.general/6144https://bugzilla.redhat.com/show_bug.cgi?id=750316,用户可参考如下供应商提供的安全公告获得补丁信息：http://bugs.squid-cache.org/show_bug.cgi?id=3237,Squid Proxy缓存服务器CNAME拒绝服务漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/5745
CNVD-2011-6123,Null,Squid Proxy Gopher缓冲区溢出漏洞,2011/8/31,高,Squid Squid 3.1.5.1   ;   ,Squid是一个高效的Web缓存及代理程序，Squid最初是为Unix平台开发的，现在也被移植到Linux和大多数的Unix类系统中，最新的Squid可以运行在Windows平台下。  Squid Proxy中存在影响Gopher-to-HTML功能的缓冲区溢出漏洞。远程攻击者可利用受影响应用程序的权限执行任意代码，导致拒绝服务。,http://www.securityfocus.com/bid/49356/,目前厂商已经发布了升级补丁以修复此安全问题，补丁获取链接：  http://www.squid-cache.org/Versions/,Squid Proxy Gopher缓冲区溢出漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/36332
CNVD-2011-3411,Null,Squid Gopher应答处理缓冲区溢出漏洞,2011/8/30,高,Squid Squid 3.x   ;   ,Squid是一款代理服务器和Web缓存服务器。Squid解析来自Gopher服务器上的应答时存在缺陷，如果Gopher服务器返回的行超过4096字节可触发缓冲区溢出，此溢出可导致内存破坏一般可使Squid崩溃。恶意用户必须设置伪造的Gopher服务器，并转发请求通过Squid。成功利用漏洞允许以服务器上下文执行任意代码。,http://secunia.com/advisories/45805/http://www.squid-cache.org/Advisories/SQUID-2011_3.txt,Squid 3.0.STABLE26或3.1.15版本已经修复此漏洞，建议用户下载使用：http://www.squid-cache.org/,Squid Gopher应答处理缓冲区溢出漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/4943
